body_pos_x	body_pos_y	body_pos_z	body_quat_w	body_quat_x	body_quat_y	body_quat_z	joint_pos00	joint_pos01	joint_pos02	joint_pos03	joint_pos04	joint_pos05	joint_pos06	joint_pos07	joint_pos08	joint_pos09	joint_pos10	joint_pos11	joint_pos12	joint_pos13	joint_pos14	joint_pos15	joint_pos16	joint_pos17	joint_pos18	joint_pos19	joint_pos20	joint_pos21	joint_pos22	joint_pos23	joint_pos24	joint_pos25	joint_pos26	joint_vel_00	joint_vel_01	joint_vel_02	joint_vel_03	joint_vel_04	joint_vel_05	joint_vel_06	joint_vel_07	joint_vel_08	joint_vel_09	joint_vel_10	joint_vel_11	joint_vel_12	joint_vel_13	joint_vel_14	joint_vel_15	joint_vel_16	joint_vel_17	joint_vel_18	joint_vel_19	joint_vel_20	joint_vel_21	joint_vel_22	joint_vel_23	joint_vel_24	joint_vel_25	joint_vel_26
-0.683250	1.064685	0.932312	0.019046	0.007188	-0.004899	0.999781	0.038488	0.080795	-0.290665	0.701243	-0.433694	-0.053133	-0.073683	0.085181	-0.236727	0.605957	-0.410620	0.068688	0.024295	-0.001876	0.111546	-0.272669	-0.253077	-0.137251	-0.078941	0.000000	-0.082748	-0.118915	0.450286	-0.191117	-0.253101	0.036037	0.000000	0.017707	-0.024975	0.034514	-0.014171	-0.008251	-0.031999	0.016666	-0.014981	0.039686	-0.006264	-0.000656	-0.002401	-0.003929	0.192200	0.075337	0.137144	-0.234737	0.078700	-0.178672	0.000000	0.097430	-0.120364	0.290196	-0.104098	-0.533286	0.019932	0.000000
-0.683307	1.064644	0.932287	0.018781	0.007359	-0.005058	0.999784	0.038842	0.080295	-0.289975	0.700960	-0.433859	-0.053773	-0.073349	0.084881	-0.235933	0.605832	-0.410633	0.068640	0.024216	0.001968	0.113053	-0.269926	-0.257772	-0.135677	-0.082515	0.000000	-0.080799	-0.121323	0.456090	-0.193199	-0.263767	0.036435	0.000000	0.013329	-0.021827	0.035193	-0.006333	-0.017440	-0.004454	0.014215	-0.023380	0.045597	-0.010034	-0.010304	-0.001145	0.000259	0.188263	0.065103	0.113465	-0.223148	0.068434	-0.179799	0.000000	0.093460	-0.109800	0.279053	-0.099207	-0.507029	0.020007	0.000000
-0.683308	1.064580	0.932251	0.018677	0.007597	-0.005117	0.999784	0.039021	0.079922	-0.289257	0.700990	-0.434391	-0.053311	-0.073114	0.084246	-0.234903	0.605556	-0.411032	0.068642	0.024305	0.005655	0.114150	-0.268130	-0.262003	-0.134514	-0.086133	0.000000	-0.079009	-0.123307	0.461449	-0.195086	-0.273382	0.036837	0.000000	0.011204	-0.017379	0.024132	0.000156	-0.018076	0.015332	0.013288	-0.025938	0.041486	-0.013132	-0.009868	0.000315	-0.002077	0.176685	0.048858	0.071748	-0.202435	0.051228	-0.178163	0.000000	0.083715	-0.087176	0.253257	-0.090338	-0.458745	0.020452	0.000000
-0.683249	1.064562	0.932245	0.018293	0.007822	-0.005305	0.999788	0.039290	0.079600	-0.289009	0.700966	-0.434582	-0.053160	-0.072818	0.083844	-0.234274	0.605306	-0.411027	0.068652	0.024133	0.009036	0.115007	-0.267056	-0.265869	-0.133628	-0.089641	0.000000	-0.077450	-0.124810	0.466221	-0.196813	-0.282117	0.037253	0.000000	0.018458	-0.018740	0.007889	-0.000180	-0.000487	0.001764	0.019189	-0.022945	0.025445	-0.010514	0.010079	0.003175	-0.012480	0.163276	0.040740	0.037909	-0.183334	0.038544	-0.170898	0.000000	0.071774	-0.062821	0.224368	-0.082934	-0.417428	0.020811	0.000000
-0.683144	1.064633	0.932273	0.018103	0.007938	-0.005432	0.999790	0.039759	0.079172	-0.288942	0.700983	-0.434411	-0.053241	-0.072346	0.083328	-0.233885	0.605135	-0.410629	0.068769	0.023806	0.012186	0.115780	-0.266614	-0.269336	-0.132972	-0.092969	0.000000	-0.076138	-0.125820	0.470423	-0.198403	-0.290079	0.037670	0.000000	0.022536	-0.019901	0.004791	-0.000294	0.000670	-0.003212	0.022488	-0.022416	0.015780	-0.006276	0.017419	-0.000731	-0.015827	0.149750	0.037568	0.008783	-0.167226	0.027316	-0.160881	0.000000	0.059377	-0.040623	0.200801	-0.076617	-0.379843	0.019894	0.000000
-0.683024	1.064663	0.932292	0.017873	0.008028	-0.005590	0.999792	0.040191	0.078804	-0.288818	0.700954	-0.434555	-0.053288	-0.071918	0.082947	-0.233643	0.605055	-0.410331	0.068623	0.023500	0.015026	0.116510	-0.266705	-0.272558	-0.132535	-0.096077	0.000000	-0.075075	-0.126435	0.474253	-0.199878	-0.297310	0.038049	0.000000	0.020006	-0.007427	0.010010	-0.002685	-0.002388	-0.010494	0.019049	-0.000065	0.010739	-0.001614	0.016112	-0.009197	-0.012463	0.132974	0.036887	-0.012865	-0.155418	0.017098	-0.147383	0.000000	0.048073	-0.022202	0.186856	-0.070930	-0.341889	0.018630	0.000000
-0.682932	1.064667	0.932305	0.017808	0.008187	-0.005802	0.999791	0.040559	0.078875	-0.288541	0.700875	-0.434506	-0.053660	-0.071584	0.083325	-0.233456	0.605070	-0.409984	0.068401	0.023308	0.017505	0.117255	-0.267129	-0.275553	-0.132288	-0.098865	0.000000	-0.074215	-0.126708	0.477898	-0.201240	-0.303755	0.038415	0.000000	0.019414	0.007618	0.012925	-0.004405	-0.003029	-0.009756	0.020279	0.005354	0.009524	-0.000872	0.009389	-0.009854	-0.013034	0.116595	0.038930	-0.023068	-0.144369	0.010256	-0.131339	0.000000	0.038488	-0.007197	0.184094	-0.066359	-0.302514	0.018123	0.000000
-0.682803	1.064752	0.932304	0.017973	0.008294	-0.005911	0.999787	0.040968	0.079109	-0.288301	0.700778	-0.434676	-0.053678	-0.071107	0.083161	-0.233262	0.605020	-0.409955	0.068229	0.022979	0.019689	0.118067	-0.267628	-0.278333	-0.132125	-0.101330	0.000000	-0.073536	-0.126722	0.481616	-0.202532	-0.309411	0.038774	0.000000	0.023426	0.011924	0.008645	-0.003354	0.000212	-0.006275	0.023813	0.006898	0.002016	-0.000331	0.011545	-0.007965	-0.017911	0.102601	0.042435	-0.027747	-0.133968	0.006682	-0.115649	0.000000	0.027903	0.006403	0.183257	-0.064987	-0.266497	0.018162	0.000000
-0.682648	1.064852	0.932321	0.018047	0.008418	-0.006125	0.999783	0.041496	0.079352	-0.288196	0.700741	-0.434498	-0.053911	-0.070632	0.083601	-0.233375	0.605057	-0.409522	0.068083	0.022591	0.021609	0.118952	-0.268239	-0.280912	-0.132021	-0.103491	0.000000	-0.073099	-0.126452	0.485228	-0.203840	-0.314415	0.039141	0.000000	0.018869	0.020960	0.009985	-0.001287	-0.004007	-0.005560	0.017253	0.023501	-0.002246	0.000583	0.011462	-0.005158	-0.010848	0.089314	0.043095	-0.026201	-0.124811	0.007725	-0.101911	0.000000	0.017128	0.018151	0.178102	-0.066359	-0.236601	0.017910	0.000000
-0.682541	1.064878	0.932305	0.018374	0.008505	-0.006192	0.999776	0.041723	0.079947	-0.287901	0.700727	-0.434836	-0.053901	-0.070417	0.084101	-0.233351	0.605044	-0.409497	0.068023	0.022545	0.023262	0.119791	-0.268676	-0.283325	-0.131816	-0.105407	0.000000	-0.072851	-0.125996	0.488741	-0.205186	-0.318875	0.039491	0.000000	0.019435	0.023977	0.007288	0.001013	-0.002048	-0.002917	0.018418	0.027989	-0.003958	0.001220	0.015087	-0.003579	-0.008621	0.078349	0.043212	-0.028224	-0.117105	0.008379	-0.091353	0.000000	0.010048	0.026570	0.174414	-0.067532	-0.210288	0.016916	0.000000
-0.682356	1.065049	0.932349	0.018535	0.008605	-0.006292	0.999771	0.042274	0.080311	-0.287904	0.700782	-0.434580	-0.054028	-0.069895	0.084721	-0.233533	0.605106	-0.408919	0.067939	0.022246	0.024743	0.120681	-0.269368	-0.285596	-0.131685	-0.107145	0.000000	-0.072697	-0.125389	0.492204	-0.206541	-0.322826	0.039818	0.000000	0.021608	0.031619	0.005814	0.002906	-0.000880	-0.002239	0.020344	0.039010	-0.007977	0.001039	0.018019	-0.001286	-0.013841	0.070350	0.044549	-0.035602	-0.110300	0.006741	-0.082292	0.000000	0.006373	0.031306	0.178675	-0.067181	-0.182170	0.016302	0.000000
-0.682249	1.065092	0.932329	0.019067	0.008699	-0.006468	0.999759	0.042587	0.081212	-0.287669	0.700843	-0.434871	-0.053990	-0.069603	0.085662	-0.233671	0.605085	-0.408776	0.067971	0.021991	0.026076	0.121573	-0.270100	-0.287737	-0.131546	-0.108698	0.000000	-0.072596	-0.124744	0.495888	-0.207874	-0.326162	0.040143	0.000000	0.018791	0.039628	0.004836	0.004376	-0.004906	-0.003246	0.018229	0.034215	-0.009257	-0.000989	0.006516	0.001238	-0.017823	0.065262	0.046723	-0.046246	-0.103336	0.003896	-0.073880	0.000000	0.004027	0.033402	0.188748	-0.065305	-0.153601	0.015834	0.000000
-0.682033	1.065262	0.932312	0.019292	0.008777	-0.006543	0.999754	0.043025	0.081896	-0.287711	0.700957	-0.434776	-0.054158	-0.069166	0.086089	-0.233904	0.605066	-0.408658	0.067989	0.021534	0.027353	0.122550	-0.271217	-0.289729	-0.131530	-0.110100	0.000000	-0.072536	-0.124053	0.499754	-0.209153	-0.328970	0.040451	0.000000	0.020147	0.033854	-0.003727	0.005534	0.000180	-0.002861	0.019838	0.024387	-0.013488	0.000504	0.008131	-0.000121	-0.024574	0.062468	0.051121	-0.063145	-0.095834	-0.001474	-0.065730	0.000000	0.001337	0.034775	0.187338	-0.061609	-0.133106	0.013840	0.000000
-0.681872	1.065399	0.932323	0.019766	0.008818	-0.006669	0.999744	0.043393	0.082566	-0.287818	0.701064	-0.434864	-0.054105	-0.068810	0.086637	-0.234210	0.605105	-0.408451	0.067966	0.021008	0.028575	0.123617	-0.272625	-0.291571	-0.131605	-0.111328	0.000000	-0.072542	-0.123353	0.503381	-0.210338	-0.331486	0.040696	0.000000	0.015475	0.035437	-0.002098	0.005652	-0.001705	-0.002290	0.013946	0.039460	-0.019179	0.003065	0.013403	0.000264	-0.022177	0.058511	0.052806	-0.069559	-0.088272	-0.001982	-0.057440	0.000000	-0.000891	0.034293	0.166330	-0.054916	-0.124116	0.009844	0.000000
-0.681729	1.065473	0.932327	0.020146	0.008860	-0.006726	0.999735	0.043644	0.083314	-0.287794	0.701183	-0.434844	-0.054249	-0.068608	0.087668	-0.234671	0.605189	-0.408122	0.067999	0.020646	0.029694	0.124662	-0.274000	-0.293260	-0.131609	-0.112397	0.000000	-0.072572	-0.122681	0.506408	-0.211350	-0.333935	0.040845	0.000000	0.015223	0.031725	-0.001925	0.004947	0.000938	-0.002252	0.013599	0.039324	-0.017074	0.003259	0.014728	0.003668	-0.023212	0.052280	0.051937	-0.066594	-0.082441	0.000957	-0.049409	0.000000	-0.002103	0.032500	0.134395	-0.046124	-0.122312	0.004644	0.000000
-0.681578	1.065633	0.932355	0.020478	0.008886	-0.006772	0.999728	0.044002	0.083835	-0.287895	0.701262	-0.434827	-0.054195	-0.068266	0.088210	-0.234893	0.605236	-0.407862	0.068113	0.020080	0.030666	0.125695	-0.275289	-0.294868	-0.131567	-0.113304	0.000000	-0.072626	-0.122053	0.508757	-0.212183	-0.336378	0.040882	0.000000	0.018634	0.022909	-0.007480	0.005050	0.006195	-0.001344	0.018085	0.026039	-0.016738	0.003725	0.017691	0.001204	-0.026158	0.044111	0.052838	-0.064181	-0.078896	0.001168	-0.040228	0.000000	-0.002950	0.030974	0.101292	-0.037044	-0.121078	-0.000839	0.000000
-0.681435	1.065800	0.932373	0.020666	0.008887	-0.006902	0.999723	0.044390	0.084230	-0.288094	0.701385	-0.434596	-0.054303	-0.067885	0.088709	-0.235340	0.605338	-0.407415	0.068048	0.019600	0.031458	0.126776	-0.276567	-0.296416	-0.131562	-0.114007	0.000000	-0.072690	-0.121443	0.510459	-0.212832	-0.338778	0.040811	0.000000	0.013813	0.023223	-0.002371	0.003621	0.008583	-0.010218	0.012933	0.029842	-0.015136	0.005336	0.014550	-0.002675	-0.014598	0.034667	0.052671	-0.060204	-0.076484	0.000354	-0.031144	0.000000	-0.001515	0.028060	0.077370	-0.028873	-0.116100	-0.004997	0.000000
-0.681329	1.065910	0.932377	0.020992	0.008922	-0.006912	0.999716	0.044554	0.084764	-0.287990	0.701407	-0.434483	-0.054604	-0.067748	0.089404	-0.235498	0.605449	-0.407280	0.068006	0.019496	0.032053	0.127802	-0.277697	-0.297928	-0.131553	-0.114550	0.000000	-0.072687	-0.120931	0.511852	-0.213338	-0.341022	0.040682	0.000000	0.007412	0.023867	0.004469	0.003323	-0.001575	0.000144	0.005986	0.029315	-0.005185	0.003335	0.004075	-0.000226	-0.009492	0.026162	0.050169	-0.057447	-0.075003	-0.001982	-0.023760	0.000000	0.003236	0.021964	0.065538	-0.021879	-0.106989	-0.006942	0.000000
-0.681243	1.066001	0.932362	0.021249	0.009015	-0.006918	0.999710	0.044686	0.085185	-0.287915	0.701518	-0.434659	-0.054297	-0.067645	0.089882	-0.235548	0.605471	-0.407252	0.068039	0.019220	0.032505	0.128782	-0.278865	-0.299416	-0.131641	-0.114957	0.000000	-0.072560	-0.120564	0.513081	-0.213707	-0.343058	0.040534	0.000000	0.009012	0.014367	0.001413	0.005099	-0.001190	0.011507	0.008796	0.017312	-0.002400	0.000915	0.005230	0.001826	-0.014353	0.019165	0.047408	-0.055508	-0.073811	-0.005387	-0.016549	0.000000	0.009947	0.016228	0.057544	-0.014939	-0.097405	-0.005738	0.000000
-0.681121	1.066144	0.932378	0.021328	0.009091	-0.006958	0.999707	0.044915	0.085339	-0.287933	0.701611	-0.434531	-0.054143	-0.067397	0.090096	-0.235594	0.605486	-0.407070	0.068079	0.018922	0.032819	0.129698	-0.279918	-0.300880	-0.131768	-0.115212	0.000000	-0.072289	-0.120282	0.514153	-0.213935	-0.344919	0.040453	0.000000	0.010499	0.006893	0.002840	0.003056	0.004377	0.005366	0.009945	0.013920	-0.000881	0.002658	0.011856	-0.000321	-0.012912	0.012863	0.042101	-0.050958	-0.073424	-0.006562	-0.011681	0.000000	0.015555	0.010019	0.046533	-0.007891	-0.090507	-0.004463	0.000000
-0.681050	1.066267	0.932408	0.021351	0.009127	-0.006957	0.999706	0.045106	0.085461	-0.287801	0.701640	-0.434484	-0.054083	-0.067248	0.090439	-0.235583	0.605578	-0.406777	0.068026	0.018704	0.033019	0.130466	-0.280903	-0.302353	-0.131904	-0.115424	0.000000	-0.071938	-0.120163	0.514942	-0.214022	-0.346678	0.040355	0.000000	0.005842	0.000024	0.006171	0.000185	0.001931	0.001729	0.005530	0.002000	0.007604	0.000657	0.001718	-0.000615	-0.009055	0.009110	0.034648	-0.049634	-0.072585	-0.008815	-0.010747	0.000000	0.019448	0.000612	0.031219	-0.001141	-0.085145	-0.006090	0.000000
-0.680991	1.066373	0.932388	0.021329	0.009248	-0.006925	0.999706	0.045148	0.085340	-0.287686	0.701618	-0.434454	-0.054074	-0.067175	0.090176	-0.235290	0.605512	-0.407002	0.068055	0.018560	0.033184	0.131084	-0.281903	-0.303783	-0.132121	-0.115641	0.000000	-0.071511	-0.120257	0.515402	-0.213981	-0.348324	0.040209	0.000000	0.004526	-0.011110	0.005661	-0.005180	0.011304	-0.020430	0.005202	-0.016746	0.010195	-0.000936	-0.004541	-0.000774	-0.008824	0.006925	0.027964	-0.049748	-0.070369	-0.010660	-0.010590	0.000000	0.021278	-0.012335	0.019807	0.005710	-0.076984	-0.012709	0.000000
-0.680904	1.066499	0.932411	0.021167	0.009315	-0.006923	0.999709	0.045287	0.085016	-0.287575	0.701433	-0.434032	-0.054900	-0.067040	0.089769	-0.235175	0.605540	-0.406959	0.067995	0.018351	0.033296	0.131585	-0.282893	-0.305168	-0.132330	-0.115848	0.000000	-0.071087	-0.120657	0.515734	-0.213794	-0.349757	0.039847	0.000000	0.002691	-0.016308	0.003643	-0.006536	0.014045	-0.020273	0.003269	-0.017793	0.007718	-0.000328	-0.001614	-0.004846	-0.006605	0.003874	0.022083	-0.048147	-0.068440	-0.009732	-0.009683	0.000000	0.022213	-0.025886	0.017111	0.012286	-0.065655	-0.021430	0.000000
-0.680832	1.066601	0.932415	0.020940	0.009404	-0.006850	0.999713	0.045256	0.084688	-0.287541	0.701357	-0.433892	-0.054885	-0.067045	0.089465	-0.234982	0.605499	-0.407066	0.067861	0.018296	0.033339	0.131967	-0.283829	-0.306521	-0.132510	-0.116029	0.000000	-0.070623	-0.121293	0.516087	-0.213490	-0.350951	0.039352	0.000000	-0.001679	-0.019924	-0.003665	-0.000495	0.009471	0.004395	-0.000552	-0.023771	0.006020	-0.001800	-0.001355	-0.003600	-0.005649	0.001568	0.016819	-0.044365	-0.065953	-0.007822	-0.008485	0.000000	0.024447	-0.034022	0.015204	0.016523	-0.056810	-0.024954	0.000000
-0.680751	1.066703	0.932436	0.020729	0.009443	-0.006793	0.999718	0.045220	0.084219	-0.287721	0.701413	-0.433653	-0.054724	-0.067062	0.088818	-0.234934	0.605468	-0.407013	0.067851	0.018125	0.033359	0.132258	-0.284668	-0.307806	-0.132643	-0.116187	0.000000	-0.070109	-0.122017	0.516343	-0.213133	-0.352030	0.038849	0.000000	-0.002702	-0.024767	-0.009263	0.001830	0.017997	-0.002474	-0.002429	-0.026318	0.005581	0.000286	-0.002377	-0.003870	-0.007412	0.000781	0.012393	-0.040925	-0.063039	-0.005892	-0.008022	0.000000	0.026124	-0.036299	0.010651	0.018134	-0.052115	-0.024312	0.000000
-0.680669	1.066796	0.932447	0.020460	0.009435	-0.006737	0.999723	0.045148	0.083697	-0.287911	0.701430	-0.433172	-0.054984	-0.067142	0.088412	-0.234758	0.605510	-0.407161	0.067706	0.017999	0.033370	0.132463	-0.285466	-0.309043	-0.132746	-0.116350	0.000000	-0.069578	-0.122744	0.516513	-0.212764	-0.353035	0.038379	0.000000	-0.003061	-0.030732	-0.007070	-0.000472	0.017517	-0.011711	-0.002901	-0.021810	0.007240	0.001511	-0.002481	-0.005046	-0.005342	0.000697	0.007944	-0.037430	-0.060414	-0.003340	-0.008065	0.000000	0.027351	-0.036141	0.006005	0.018554	-0.049020	-0.022512	0.000000
-0.680609	1.066904	0.932472	0.020052	0.009494	-0.006632	0.999732	0.045098	0.082990	-0.288004	0.701394	-0.432952	-0.055193	-0.067178	0.087946	-0.234645	0.605529	-0.407112	0.067649	0.017911	0.033387	0.132575	-0.286165	-0.310222	-0.132777	-0.116510	0.000000	-0.069015	-0.123463	0.516583	-0.212391	-0.353990	0.037948	0.000000	-0.002727	-0.034787	-0.006540	0.001964	0.012952	-0.006062	-0.002014	-0.027245	0.008629	0.001170	-0.002743	-0.006215	-0.006402	0.001779	0.004874	-0.034315	-0.056729	-0.001622	-0.007697	0.000000	0.027470	-0.035555	0.002719	0.018299	-0.046019	-0.021211	0.000000
-0.680550	1.067019	0.932467	0.019758	0.009546	-0.006563	0.999738	0.045039	0.082305	-0.288173	0.701509	-0.432654	-0.055226	-0.067222	0.087322	-0.234413	0.605557	-0.407271	0.067457	0.017743	0.033441	0.132658	-0.286839	-0.311312	-0.132811	-0.116658	0.000000	-0.068479	-0.124167	0.516621	-0.212032	-0.354876	0.037531	0.000000	-0.003309	-0.033870	-0.007606	0.005403	0.016420	-0.005931	-0.003342	-0.027092	0.010414	0.000472	-0.005629	-0.003746	-0.004468	0.004604	0.003191	-0.032517	-0.051365	-0.001287	-0.007630	0.000000	0.024192	-0.035173	0.001845	0.016700	-0.041384	-0.021329	0.000000
-0.680500	1.067138	0.932478	0.019349	0.009593	-0.006453	0.999746	0.044965	0.081635	-0.288309	0.701610	-0.432296	-0.055430	-0.067311	0.086862	-0.234228	0.605548	-0.407338	0.067499	0.017733	0.033571	0.132703	-0.287466	-0.312277	-0.132828	-0.116815	0.000000	-0.068047	-0.124870	0.516657	-0.211723	-0.355646	0.037095	0.000000	-0.007539	-0.029999	0.002097	0.006187	0.008536	-0.007568	-0.007044	-0.027061	0.017982	-0.001301	-0.010653	-0.001393	0.000264	0.010209	0.000100	-0.028470	-0.043590	0.001286	-0.009137	0.000000	0.019779	-0.034867	-0.001752	0.013922	-0.037350	-0.022352	0.000000
-0.680508	1.067203	0.932460	0.019137	0.009729	-0.006319	0.999750	0.044737	0.081106	-0.288089	0.701756	-0.432313	-0.055529	-0.067504	0.086240	-0.233694	0.605505	-0.407697	0.067402	0.017754	0.033849	0.132662	-0.287977	-0.313055	-0.132759	-0.117023	0.000000	-0.067688	-0.125561	0.516551	-0.211475	-0.356370	0.036637	0.000000	-0.007123	-0.027689	0.006337	0.010835	0.003111	0.011116	-0.005304	-0.028866	0.026841	-0.003798	-0.015468	-0.002727	0.001256	0.018294	-0.003855	-0.019599	-0.032528	0.007991	-0.012746	0.000000	0.017491	-0.030687	-0.006744	0.010717	-0.035437	-0.020147	0.000000
-0.680495	1.067312	0.932462	0.018884	0.009858	-0.006233	0.999754	0.044680	0.080528	-0.288055	0.702044	-0.432171	-0.054985	-0.067524	0.085707	-0.233155	0.605396	-0.407956	0.067390	0.017783	0.034303	0.132549	-0.288250	-0.313578	-0.132509	-0.117325	0.000000	-0.067348	-0.126097	0.516387	-0.211294	-0.357063	0.036289	0.000000	-0.001288	-0.023924	0.003501	0.007331	0.009493	0.007117	-0.000418	-0.019833	0.022069	-0.004391	-0.007509	0.000300	0.000371	0.024552	-0.006472	-0.006413	-0.021941	0.016677	-0.015744	0.000000	0.015150	-0.022564	-0.002387	0.006343	-0.030746	-0.013644	0.000000
-0.680472	1.067439	0.932454	0.018581	0.009964	-0.006158	0.999759	0.044686	0.080149	-0.287949	0.702049	-0.431933	-0.055245	-0.067521	0.085446	-0.232811	0.605330	-0.407997	0.067414	0.017768	0.034831	0.132403	-0.288234	-0.313933	-0.132092	-0.117653	0.000000	-0.067082	-0.126464	0.516456	-0.211222	-0.357600	0.036091	0.000000	-0.001231	-0.022707	0.008023	-0.000443	0.008239	-0.012886	-0.000491	-0.020407	0.019881	-0.002997	-0.007945	-0.003524	-0.000868	0.028292	-0.008237	0.002965	-0.013053	0.023199	-0.018086	0.000000	0.012461	-0.015494	0.011101	0.002077	-0.022130	-0.006716	0.000000
-0.680464	1.067566	0.932468	0.018414	0.010049	-0.006080	0.999762	0.044631	0.079619	-0.287734	0.702026	-0.431842	-0.055501	-0.067543	0.084891	-0.232359	0.605276	-0.408274	0.067249	0.017748	0.035434	0.132219	-0.288131	-0.314100	-0.131581	-0.118048	0.000000	-0.066849	-0.126717	0.516831	-0.211211	-0.357949	0.036021	0.000000	-0.003225	-0.022409	0.014751	-0.002053	0.005914	-0.010668	-0.002635	-0.017190	0.023312	-0.002842	-0.009648	-0.002324	-0.002344	0.033608	-0.011387	0.006534	-0.002639	0.028978	-0.023525	0.000000	0.010797	-0.010402	0.025015	-0.000657	-0.013477	-0.000665	0.000000
-0.680490	1.067652	0.932473	0.018169	0.010242	-0.005963	0.999765	0.044557	0.079252	-0.287359	0.701967	-0.431696	-0.055671	-0.067626	0.084759	-0.231879	0.605216	-0.408383	0.067321	0.017675	0.036176	0.131948	-0.287973	-0.314039	-0.130933	-0.118594	0.000000	-0.066650	-0.126880	0.517456	-0.211248	-0.358139	0.036064	0.000000	-0.002768	-0.023436	0.012618	-0.000209	0.008149	0.007282	-0.002971	-0.014568	0.023879	-0.004326	-0.003852	0.001918	-0.006741	0.038177	-0.013106	0.007273	0.006401	0.033525	-0.028017	0.000000	0.006661	-0.006665	0.031260	-0.003886	-0.008819	0.002706	0.000000
-0.680507	1.067774	0.932507	0.017927	0.010326	-0.005881	0.999769	0.044520	0.078682	-0.287229	0.702018	-0.431516	-0.055209	-0.067662	0.084308	-0.231404	0.605103	-0.408428	0.067326	0.017478	0.036961	0.131695	-0.287840	-0.313844	-0.130240	-0.119169	0.000000	-0.066583	-0.126984	0.518081	-0.211367	-0.358301	0.036129	0.000000	-0.001711	-0.023264	0.008138	0.000267	0.007087	0.007391	-0.001538	-0.016185	0.023311	-0.004506	-0.008406	-0.002632	-0.005476	0.038263	-0.011200	0.002532	0.011346	0.034128	-0.028908	0.000000	0.000111	-0.004286	0.029488	-0.006719	-0.008518	0.002013	0.000000
-0.680501	1.067882	0.932487	0.017748	0.010389	-0.005850	0.999771	0.044488	0.078322	-0.287033	0.701978	-0.431413	-0.055376	-0.067688	0.084111	-0.230946	0.605036	-0.408720	0.067215	0.017456	0.037706	0.131500	-0.287871	-0.313585	-0.129568	-0.119750	0.000000	-0.066646	-0.127051	0.518636	-0.211517	-0.358480	0.036145	0.000000	-0.000510	-0.015326	0.007159	-0.001174	0.002924	-0.002777	-0.000693	-0.010519	0.018611	-0.004676	-0.010312	-0.000334	-0.003588	0.034507	-0.007585	-0.005498	0.012214	0.031548	-0.027408	0.000000	-0.005777	-0.001976	0.028571	-0.008924	-0.008061	0.000751	0.000000
-0.680497	1.067994	0.932487	0.017579	0.010487	-0.005747	0.999774	0.044500	0.078069	-0.286943	0.701971	-0.431399	-0.055321	-0.067690	0.083888	-0.230660	0.604916	-0.408841	0.067312	0.017335	0.038342	0.131392	-0.288060	-0.313356	-0.128978	-0.120265	0.000000	-0.066814	-0.127063	0.519224	-0.211724	-0.358624	0.036159	0.000000	0.001301	-0.013177	0.003310	-0.000915	0.005753	-0.002345	0.000841	-0.012594	0.011100	-0.004038	-0.005180	0.001683	-0.005937	0.029657	-0.002699	-0.014711	0.010690	0.027523	-0.023798	0.000000	-0.010432	0.001719	0.033739	-0.012350	-0.005170	0.001574	0.000000
-0.680476	1.068132	0.932494	0.017393	0.010531	-0.005694	0.999777	0.044540	0.077795	-0.286901	0.701941	-0.431183	-0.055469	-0.067654	0.083608	-0.230502	0.604874	-0.408927	0.067283	0.017218	0.038893	0.131392	-0.288460	-0.313157	-0.128467	-0.120702	0.000000	-0.067063	-0.126983	0.519986	-0.212011	-0.358686	0.036208	0.000000	-0.000315	-0.007877	0.001703	-0.000696	0.007087	-0.005749	0.000174	-0.021266	0.009789	-0.003816	-0.011229	0.002316	-0.005491	0.024703	0.001741	-0.021954	0.009578	0.024835	-0.019659	0.000000	-0.014744	0.006133	0.043789	-0.016983	-0.000703	0.003527	0.000000
-0.680463	1.068224	0.932470	0.017238	0.010563	-0.005607	0.999780	0.044487	0.077754	-0.286875	0.701943	-0.431115	-0.055550	-0.067683	0.083037	-0.230268	0.604763	-0.409290	0.067405	0.017115	0.039330	0.131462	-0.288938	-0.312973	-0.127984	-0.121052	0.000000	-0.067404	-0.126818	0.520976	-0.212403	-0.358652	0.036300	0.000000	-0.001832	0.001625	-0.001186	-0.000532	0.007600	-0.004843	-0.002365	-0.013342	0.002581	-0.002737	-0.007593	0.003461	-0.005298	0.021551	0.004618	-0.025930	0.009938	0.023336	-0.016170	0.000000	-0.018117	0.010157	0.053683	-0.021140	0.003314	0.005387	0.000000
-0.680432	1.068347	0.932498	0.017187	0.010555	-0.005526	0.999781	0.044467	0.077860	-0.286948	0.701920	-0.430879	-0.055663	-0.067749	0.083074	-0.230399	0.604765	-0.409231	0.067421	0.017006	0.039755	0.131576	-0.289497	-0.312760	-0.127534	-0.121349	0.000000	-0.067787	-0.126576	0.522133	-0.212856	-0.358554	0.036423	0.000000	-0.001226	0.009776	-0.004409	-0.001509	0.009377	-0.000124	-0.002012	0.001091	-0.007666	-0.000586	0.002567	0.002838	-0.002511	0.019286	0.005579	-0.026420	0.009851	0.024408	-0.012737	0.000000	-0.021529	0.014396	0.055921	-0.024259	0.002693	0.006510	0.000000
